,Unnamed: 0,Name,Teams,Season,POS,GP,REC,TGTS,YDS,AVG,TD,LNG,BIG,YDS/G,FUM,LST,YAC,FD
252,252.0,KaVontae Turpin,DAL,2023,WR,16,12,18,127,10.6,3,34,2,7.9,0,0,39,9
253,253.0,Robbie Chosen,MIA,2023,WR,9,4,6,126,31.5,1,68,2,14.0,0,0,31,3
254,254.0,Stephen Sullivan,CAR,2023,TE,11,12,24,125,10.4,0,20,1,11.4,0,0,8,5
255,255.0,Malik Heath,GB,2023,WR,13,15,24,125,8.3,1,16,0,9.6,0,0,35,6
256,256.0,Mecole HardmanKC,KC / NYJ,2023,WR,11,15,24,124,8.3,0,37,1,11.3,0,0,108,8
257,257.0,River Cracraft,MIA,2023,WR,10,9,12,121,13.4,1,24,2,12.1,0,0,49,8
258,258.0,Cole Turner,WSH,2023,TE,12,11,15,120,10.9,0,29,2,10.0,0,0,50,4
259,259.0,Latavius Murray,BUF,2023,RB,16,17,22,119,7.0,0,22,2,7.4,1,0,92,7
260,260.0,Kyle Juszczyk,SF,2023,FB,17,14,17,119,8.5,2,22,1,7.0,0,0,58,8
261,261.0,Alec Ingold,MIA,2023,FB,17,13,16,119,9.2,0,23,1,7.0,0,0,91,5
262,262.0,Emari Demercado,ARI,2023,RB,14,21,30,119,5.7,0,22,1,8.5,0,0,109,4
263,263.0,David Montgomery,DET,2023,RB,14,16,24,117,7.3,0,19,0,8.4,0,0,149,7
264,264.0,Kendre Miller,NO,2023,RB,8,10,11,117,11.7,0,33,2,14.6,0,0,128,5
265,265.0,Andrei Iosivas,CIN,2023,WR,16,15,25,116,7.7,4,16,0,7.3,0,0,35,11
266,266.0,Irv Smith Jr.,CIN,2023,TE,12,18,26,115,6.4,1,14,0,9.6,1,1,66,5
267,267.0,Richie James,KC,2023,WR,9,10,14,114,11.4,0,45,1,12.7,0,0,61,5
268,268.0,Robert Tonyan,CHI,2023,TE,17,11,17,112,10.2,0,24,1,6.6,0,0,57,6
269,269.0,MyCole Pruitt,ATL,2023,TE,17,9,12,110,12.2,1,22,2,6.5,1,0,51,6
270,270.0,Parris Campbell,NYG,2023,WR,12,20,27,104,5.2,0,17,0,8.7,0,0,65,2
271,271.0,Darrell Henderson Jr.,LAR,2023,RB,4,10,14,103,10.3,0,32,1,25.8,0,0,134,3
272,272.0,Michael CarterARI,ARI / NYJ,2023,RB,15,24,31,101,4.2,1,10,0,6.7,0,0,87,5
273,273.0,Dameon Pierce,HOU,2023,RB,14,13,17,101,7.8,0,27,1,7.2,0,0,95,3
274,274.0,Zamir White,LV,2023,RB,17,15,19,98,6.5,0,15,0,5.8,0,0,94,4
275,275.0,Lucas Krull,DEN,2023,TE,7,8,14,95,11.9,1,35,1,13.6,0,0,50,5
276,276.0,Davis Allen,LAR,2023,TE,15,10,11,95,9.5,1,21,1,6.3,0,0,74,7
277,277.0,Geoff Swaim,ARI,2023,TE,14,10,11,94,9.4,0,26,1,6.7,0,0,30,4
278,278.0,David Moore,TB,2023,WR,7,5,7,94,18.8,1,52,1,13.4,0,0,62,3
279,279.0,Josh Whyle,TEN,2023,TE,11,9,15,94,10.4,1,24,1,8.5,0,0,40,8
280,280.0,Keaton Mitchell,BAL,2023,RB,8,9,11,93,10.3,0,32,1,11.6,0,0,122,5
281,281.0,Brock Wright,DET,2023,TE,14,13,14,91,7.0,1,25,1,6.5,0,0,49,2
282,282.0,Tyquan Thornton,NE,2023,WR,9,13,23,91,7.0,0,15,0,10.1,0,0,50,3
283,283.0,Xavier Hutchinson,HOU,2023,WR,16,8,19,90,11.3,0,34,1,5.6,0,0,20,3
284,284.0,Jalen Guyton,LAC,2023,WR,8,10,21,89,8.9,1,18,0,11.1,0,0,32,6
285,285.0,Matt Breida,NYG,2023,RB,17,17,21,88,5.2,0,22,2,5.2,1,0,89,2
286,286.0,Salvon Ahmed,MIA,2023,RB,8,16,23,88,5.5,1,20,1,11.0,0,0,109,4
287,287.0,Charlie Kolar,BAL,2023,TE,15,7,9,87,12.4,1,19,0,5.8,0,0,17,5
288,288.0,Trent Sherfield,BUF,2023,WR,17,11,22,86,7.8,1,12,0,5.1,0,0,49,4
289,289.0,Jeff Wilson Jr.,MIA,2023,RB,10,14,17,85,6.1,0,12,0,8.5,0,0,69,3
290,290.0,Kareem Hunt,CLE,2023,RB,15,15,21,84,5.6,0,13,0,5.6,0,0,98,5
291,291.0,Tim Jones,JAX,2023,WR,17,11,18,83,7.5,0,15,0,4.9,0,0,31,4
292,292.0,Lynn Bowden Jr.,NO,2023,WR,15,11,16,83,7.5,0,17,0,5.5,0,0,57,2
293,293.0,Deven Thompkins,TB,2023,WR,17,17,25,83,4.9,1,26,1,4.9,1,1,84,5
294,294.0,Isaiah McKenzie,IND,2023,WR,13,11,14,82,7.5,0,30,1,6.3,0,0,72,4
295,295.0,Chase Edmonds,TB,2023,RB,13,14,17,81,5.8,0,14,0,6.2,0,0,111,5
296,296.0,Harrison Bryant,CLE,2023,TE,17,13,20,81,6.2,3,23,1,4.8,0,0,35,5
297,297.0,Dalvin Cook,NYJ,2023,RB,15,15,20,78,5.2,0,15,0,5.2,0,0,106,3
298,298.0,Brycen Hopkins,LAR,2023,TE,15,5,7,78,15.6,0,29,2,5.2,0,0,32,3
299,299.0,Samori Toure,GB,2023,WR,11,8,18,78,9.8,0,35,1,7.1,0,0,18,4
300,300.0,D'Onta Foreman,CHI,2023,RB,9,11,16,77,7.0,1,17,0,8.6,0,0,64,6
301,301.0,Chase ClaypoolCHI,CHI / MIA,2023,WR,12,8,21,77,9.6,1,20,1,6.4,0,0,25,4
302,302.0,Julio Jones,PHI,2023,WR,11,11,19,74,6.7,3,22,1,6.7,0,0,28,4
303,303.0,Cam AkersLAR,LAR / MIN,2023,RB,7,11,12,70,6.4,0,30,1,10.0,0,0,78,2
304,304.0,Chris Conley,SF,2023,WR,8,3,6,69,23.0,0,48,1,8.6,0,0,28,2
305,305.0,Ronnie Bell,SF,2023,WR,17,6,13,68,11.3,3,20,1,4.0,0,0,10,5
306,306.0,Marquise Goodwin,CLE,2023,WR,12,4,13,67,16.8,0,57,1,5.6,0,0,21,1
307,307.0,Ben Skowronek,LAR,2023,WR,17,8,12,66,8.3,1,20,1,3.9,0,0,30,3
308,308.0,Derius Davis,LAC,2023,WR,17,15,17,66,4.4,0,18,0,3.9,0,0,115,0
309,309.0,Josiah Deguara,GB,2023,TE,15,8,8,65,8.1,0,19,0,4.3,0,0,39,3
310,310.0,Luke Schoonmaker,DAL,2023,TE,17,8,15,65,8.1,2,18,0,3.8,0,0,27,5
311,311.0,Charlie Jones,CIN,2023,WR,11,7,9,64,9.1,0,35,1,5.8,0,0,38,3
312,312.0,Jalen Brooks,DAL,2023,WR,7,6,6,64,10.7,0,24,1,9.1,0,0,28,4
313,313.0,Jamaal Williams,NO,2023,RB,13,18,20,62,3.4,0,12,0,4.8,0,0,87,1
314,314.0,Ty Johnson,BUF,2023,RB,10,7,7,62,8.9,1,28,1,6.2,0,0,60,2
315,315.0,Equanimeous St. Brown,CHI,2023,WR,7,5,6,62,12.4,0,21,1,8.9,0,0,7,3
316,316.0,Darnell Washington,PIT,2023,TE,17,7,10,61,8.7,0,12,0,3.6,0,0,50,4
317,317.0,Laviska Shenault Jr.,CAR,2023,WR,8,10,10,60,6.0,0,14,0,7.5,0,0,85,2
318,318.0,Rakim Jarrett,TB,2023,WR,10,4,9,60,15.0,0,41,1,6.0,0,0,27,1
319,319.0,C.J. Uzomah,NYJ,2023,TE,12,8,12,58,7.3,1,19,0,4.8,0,0,33,5
320,320.0,Payne Durham,TB,2023,TE,13,5,7,58,11.6,0,25,1,4.5,0,0,12,3
321,321.0,Kevin Harris,NE,2023,RB,4,3,3,58,19.3,0,48,1,14.5,0,0,59,2
322,322.0,Sterling Shepard,NYG,2023,WR,15,10,22,57,5.7,1,13,0,3.8,0,0,33,4
323,323.0,Mitchell Wilcox,CIN,2023,TE,17,9,12,56,6.2,0,12,0,3.3,0,0,48,2
324,324.0,Ian Thomas,CAR,2023,TE,12,5,9,56,11.2,0,28,1,4.7,0,0,33,1
325,325.0,D.J. Montgomery,IND,2023,WR,7,3,8,56,18.7,1,34,1,8.0,0,0,28,3
326,326.0,Jason Brownlee,NYJ,2023,WR,7,5,8,56,11.2,1,24,1,8.0,0,0,20,2
327,327.0,Andrew Beck,HOU,2023,FB,15,11,13,55,5.0,2,26,1,3.7,1,1,37,4
328,328.0,Justyn Ross,KC,2023,WR,10,6,11,53,8.8,0,20,1,5.3,0,0,15,2
329,329.0,Patrick Ricard,BAL,2023,FB,17,5,7,52,10.4,1,28,1,3.1,0,0,35,3
330,330.0,Boston Scott,PHI,2023,RB,15,4,6,52,13.0,0,27,1,3.5,0,0,43,2
331,331.0,Ihmir Smith-Marsette,CAR,2023,WR,17,8,10,51,6.4,0,18,0,3.0,0,0,48,5
332,332.0,Darrynton EvansCHI,CHI / MIA,2023,RB,7,7,12,49,7.0,0,17,0,7.0,0,0,69,2
333,333.0,Patrick Taylor Jr.,GB,2023,RB,11,11,17,49,4.5,0,16,0,4.5,0,0,59,4
334,334.0,Julian Hill,MIA,2023,TE,15,6,9,48,8.0,0,18,0,3.2,1,1,30,2
335,335.0,Gary Brightwell,NYG,2023,RB,7,5,7,47,9.4,0,18,0,6.7,0,0,53,2
336,336.0,Pierre Strong Jr.,CLE,2023,RB,17,5,8,47,9.4,0,41,1,2.8,0,0,73,1
337,337.0,Craig Reynolds,DET,2023,RB,17,5,5,47,9.4,0,28,1,2.8,0,0,59,2
338,338.0,Melvin Gordon III,BAL,2023,RB,4,3,3,46,15.3,0,23,1,11.5,0,0,28,3
339,339.0,Raheem Blackshear,CAR,2023,RB,12,6,7,45,7.5,0,19,0,3.8,0,0,38,1
340,340.0,Mike Strachan,CAR,2023,WR,4,1,3,45,45.0,0,45,1,11.3,0,0,8,1
341,341.0,Israel Abanikanda,NYJ,2023,RB,6,7,11,43,6.1,0,13,0,7.2,0,0,46,2
342,342.0,Britain Covey,PHI,2023,WR,16,4,6,42,10.5,0,22,1,2.6,0,0,26,2
343,343.0,Ty Montgomery II,NE,2023,WR,13,5,12,40,8.0,0,17,0,3.1,0,0,27,3
344,344.0,Mike Boone,HOU,2023,RB,9,7,9,40,5.7,0,12,0,4.4,0,0,33,2
345,345.0,Deuce Vaughn,DAL,2023,RB,7,7,7,40,5.7,0,11,0,5.7,0,0,46,1
346,346.0,Jimmy Graham,NO,2023,TE,13,6,7,39,6.5,4,12,0,3.0,0,0,3,6
347,347.0,Randall Cobb,NYJ,2023,WR,11,5,17,39,7.8,1,15,0,3.5,0,0,23,3
348,348.0,DeAndre Carter,LV,2023,WR,17,4,7,39,9.8,0,16,0,2.3,0,0,50,0
349,349.0,Grant Calcaterra,PHI,2023,TE,15,4,4,39,9.8,0,12,0,2.6,0,0,32,3
350,350.0,Cordarrelle Patterson,ATL,2023,RB,14,9,12,38,4.2,1,11,0,2.7,0,0,37,2
351,351.0,Jack Stoll,PHI,2023,TE,17,5,8,38,7.6,0,14,0,2.2,0,0,25,2
352,352.0,Elijah Cooks,JAX,2023,WR,9,3,4,38,12.7,0,23,1,4.2,0,0,8,2
353,353.0,Peyton Hendershot,DAL,2023,TE,8,4,7,38,9.5,0,24,1,4.8,0,0,28,1
354,354.0,Keith Kirkwood,NO,2023,WR,13,5,9,37,7.4,1,13,0,2.8,0,0,1,3
355,355.0,Tony Jones Jr.ARI,ARI / NO,2023,RB,7,7,10,37,5.3,0,11,0,5.3,0,0,44,1
356,356.0,Lawrence Cager,NYG,2023,TE,11,4,5,36,9.0,1,10,0,3.3,0,0,27,2
357,357.0,Marvin Jones Jr.,DET,2023,WR,6,5,10,35,7.0,0,16,0,5.8,1,1,9,2
358,358.0,Brenton Strange,JAX,2023,TE,14,5,9,35,7.0,1,17,0,2.5,0,0,28,2
359,359.0,Isaiah Spiller,LAC,2023,RB,9,6,6,34,5.7,0,10,0,3.8,0,0,39,1
360,360.0,Tyler Goodson,IND,2023,RB,6,6,9,34,5.7,0,15,0,5.7,0,0,51,1
361,361.0,Keith Smith,ATL,2023,FB,13,3,3,33,11.0,0,28,1,2.5,0,0,15,1
362,362.0,Keelan Doss,LAC,2023,WR,5,6,13,33,5.5,0,9,0,6.6,0,0,14,1
363,363.0,La'Mical Perine,KC,2023,RB,5,3,5,33,11.0,0,25,1,6.6,0,0,32,1
364,364.0,Teagan Quitoriano,HOU,2023,TE,7,2,3,33,16.5,0,22,1,4.7,0,0,18,2
365,365.0,Joshua Kelley,LAC,2023,RB,17,8,12,32,4.0,0,6,0,1.9,0,0,39,0
366,366.0,Charlie Woerner,SF,2023,TE,17,3,3,32,10.7,0,20,1,1.9,0,0,20,1
367,367.0,Kenyan Drake,GB,2023,RB,3,2,3,31,15.5,0,24,1,10.3,1,1,36,0
368,368.0,Khalil Dorsey,DET,2023,CB,13,1,1,31,31.0,0,31,1,2.4,0,0,9,1
369,369.0,Jordan Mason,SF,2023,RB,17,3,4,31,10.3,0,13,0,1.8,0,0,23,1
370,370.0,Marcedes Lewis,CHI,2023,TE,17,4,5,29,7.3,1,16,0,1.7,0,0,29,2
371,371.0,Austin Trammell,LAR,2023,WR,16,4,7,29,7.3,0,14,0,1.8,0,0,35,2
372,372.0,Jalen Nailor,MIN,2023,WR,6,3,6,29,9.7,0,16,0,4.8,0,0,21,1
373,373.0,Kenny Yeboah,NYJ,2023,TE,5,2,4,28,14.0,0,20,1,5.6,0,0,20,1
374,374.0,James Mitchell,DET,2023,TE,15,2,2,28,14.0,0,24,1,1.9,0,0,12,1
375,375.0,Blake Bell,KC,2023,TE,17,5,9,26,5.2,1,8,0,1.5,1,1,19,1
376,376.0,DeeJay Dallas,SEA,2023,RB,17,6,9,26,4.3,0,14,0,1.5,0,0,31,1
377,377.0,Quintin Morris,BUF,2023,TE,15,2,3,26,13.0,1,15,0,1.7,0,0,5,1
378,378.0,Keaontay Ingram,ARI,2023,RB,8,4,4,26,6.5,0,9,0,3.3,0,0,31,1
379,379.0,Steven Sims,HOU,2023,WR,3,3,3,25,8.3,0,23,1,8.3,0,0,27,1
380,380.0,C.J. Ham,MIN,2023,FB,17,7,9,25,3.6,0,7,0,1.5,0,0,20,1
381,381.0,Greg Dulcich,DEN,2023,TE,2,3,4,25,8.3,0,13,0,12.5,0,0,5,2
382,382.0,Emanuel Wilson,GB,2023,RB,7,4,5,23,5.8,0,9,0,3.3,0,0,30,1
383,383.0,Ronnie Rivers,LAR,2023,RB,9,5,5,22,4.4,0,10,0,2.4,0,0,41,0
384,384.0,Nick Muse,MIN,2023,TE,2,1,1,22,22.0,0,22,1,11.0,0,0,10,1
385,385.0,Nate Adkins,DEN,2023,TE,10,4,5,22,5.5,0,11,0,2.2,0,0,24,1
386,386.0,Eric Gray,NYG,2023,RB,13,6,7,22,3.7,0,9,0,1.7,0,0,40,0
387,387.0,Nick Bawden,NYJ,2023,FB,16,3,3,21,7.0,0,8,0,1.3,0,0,22,1
388,388.0,Nick Chubb,CLE,2023,RB,2,4,4,21,5.3,0,10,0,10.5,0,0,20,1
389,389.0,Trevon Wesco,TEN,2023,TE,15,1,3,21,21.0,0,21,1,1.4,0,0,12,1
390,390.0,Ben Sims,GB,2023,TE,17,4,6,21,5.3,1,12,0,1.2,0,0,18,3
391,391.0,Velus Jones Jr.,CHI,2023,WR,14,4,7,20,5.0,0,11,0,1.4,0,0,15,1
392,392.0,Zach Pascal,ARI,2023,WR,14,4,15,19,4.8,0,9,0,1.4,0,0,12,1
393,393.0,Kayshon Boutte,NE,2023,WR,5,2,7,19,9.5,0,11,0,3.8,0,0,10,1
394,394.0,Dare Ogunbowale,HOU,2023,RB,12,2,7,18,9.0,0,14,0,1.5,0,0,5,0
395,395.0,Devin Duvernay,BAL,2023,WR,13,4,9,18,4.5,0,10,0,1.4,0,0,17,0
396,396.0,Hunter Luepke,DAL,2023,RB,17,3,4,18,6.0,0,12,0,1.1,0,0,16,1
397,397.0,Brandin Echols,NYJ,2023,CB,14,1,1,18,18.0,0,18,0,1.3,0,0,8,1
398,398.0,Miles Boykin,PIT,2023,WR,17,3,4,17,5.7,0,6,0,1.0,0,0,2,0
399,399.0,Chris Manhertz,DEN,2023,TE,16,2,4,16,8.0,0,10,0,1.0,0,0,10,1
400,400.0,Laquon Treadwell,BAL,2023,WR,5,1,3,16,16.0,0,16,0,3.2,0,0,0,1
401,401.0,Damien Harris,BUF,2023,RB,6,2,2,16,8.0,0,13,0,2.7,0,0,16,0
402,402.0,J.K. Dobbins,BAL,2023,RB,1,2,3,15,7.5,0,10,0,15.0,0,0,15,0
403,403.0,Willie Snead IV,SF,2023,WR,4,2,3,14,7.0,0,9,0,3.5,0,0,3,0
404,404.0,Deon JacksonIND,IND / CLE,2023,RB,4,5,6,14,2.8,0,8,0,3.5,1,1,20,0
405,405.0,Elijah Mitchell,SF,2023,RB,11,6,8,14,2.3,0,9,0,1.3,0,0,26,2
406,406.0,Royce Freeman,LAR,2023,RB,14,1,2,13,13.0,0,13,0,0.9,0,0,14,1
407,407.0,Alex Armah,WSH,2023,RB,8,3,3,13,4.3,0,10,0,1.6,0,0,27,1
408,408.0,Trey Sermon,IND,2023,RB,14,3,6,13,4.3,0,7,0,0.9,0,0,6,0
409,409.0,Elijah Dotson,LAC,2023,RB,4,2,2,13,6.5,0,7,0,3.3,0,0,14,0
410,410.0,Malik Taylor,NYJ,2023,WR,3,2,4,13,6.5,0,7,0,4.3,0,0,7,0
411,411.0,Damien Williams,DAL,2023,RB,3,2,2,12,6.0,0,8,0,4.0,0,0,11,0
412,412.0,Eric SaubertHOU,HOU / DAL,2023,TE,10,3,3,12,4.0,0,5,0,1.2,0,0,6,1
413,413.0,Jakob Johnson,LV,2023,FB,13,1,2,12,12.0,0,12,0,0.9,0,0,10,0
414,414.0,Ross Dwelley,SF,2023,TE,12,1,2,12,12.0,0,12,0,1.0,0,0,12,1
415,415.0,Adam Prentice,NO,2023,FB,13,2,3,12,6.0,0,7,0,0.9,0,0,8,0
416,416.0,Jake Funk,IND,2023,RB,4,1,1,12,12.0,0,12,0,3.0,0,0,12,1
417,417.0,Chris Rodriguez Jr.,WSH,2023,RB,13,2,2,12,6.0,0,7,0,0.9,0,0,19,1
418,418.0,Jashaun Corbin,NYG,2023,RB,6,3,3,12,4.0,0,7,0,2.0,0,0,13,1
419,419.0,John FitzPatrick,ATL,2023,TE,9,1,1,12,12.0,0,12,0,1.3,0,0,10,1
420,420.0,Collin Johnson,CHI,2023,WR,3,1,1,11,11.0,0,11,0,3.7,0,0,4,1
421,421.0,Tylan Wallace,BAL,2023,WR,11,1,2,11,11.0,0,11,0,1.0,0,0,0,1
422,422.0,Anthony McFarland Jr.,PIT,2023,RB,3,2,2,11,5.5,0,6,0,3.7,0,0,7,1
423,423.0,Cody Thompson,SEA,2023,WR,7,1,1,10,10.0,0,10,0,1.4,0,0,4,0
424,424.0,Trayveon Williams,CIN,2023,RB,17,7,9,10,1.4,0,5,0,0.6,0,0,35,0
425,425.0,Justin Herbert,LAC,2023,QB,13,1,1,10,10.0,0,10,0,0.8,0,0,17,1
426,426.0,Trishton Jackson,MIN,2023,WR,7,2,4,9,4.5,0,7,0,1.3,0,0,7,0
427,427.0,Tucker Fisk,ATL,2023,TE,6,1,1,9,9.0,0,9,0,1.5,0,0,6,1
428,428.0,Simi Fehoko,LAC,2023,WR,6,1,2,9,9.0,1,9,0,1.5,0,0,7,1
429,429.0,Sean Tucker,TB,2023,RB,11,2,2,9,4.5,0,6,0,0.8,0,0,12,0
430,430.0,Tyler Johnson,LAR,2023,WR,1,2,3,8,4.0,1,8,0,8.0,0,0,1,1
431,431.0,Michael Burton,DEN,2023,FB,17,3,3,8,2.7,0,4,0,0.5,0,0,6,2
432,432.0,Devine Ozigbo,DET,2023,RB,3,1,1,8,8.0,0,8,0,2.7,0,0,5,0
433,433.0,Zonovan Knight,DET,2023,RB,2,1,1,8,8.0,0,8,0,4.0,0,0,13,0
434,434.0,Kevin Rader,TEN,2023,TE,14,1,3,6,6.0,0,6,0,0.4,0,0,4,0
435,435.0,Mason Kinsey,TEN,2023,WR,6,1,1,6,6.0,0,6,0,1.0,0,0,8,0
436,436.0,Malcolm Rodriguez,DET,2023,LB,17,1,1,6,6.0,0,6,0,0.4,0,0,0,1
437,437.0,Cole Fotheringham,LV,2023,TE,2,1,1,6,6.0,0,6,0,3.0,0,0,5,0
438,438.0,Tank Bigsby,JAX,2023,RB,17,1,4,6,6.0,0,6,0,0.4,0,0,5,0
439,439.0,Evan Hull,IND,2023,RB,1,1,1,6,6.0,0,6,0,6.0,0,0,3,0
440,440.0,Greg Van Roten,LV,2023,G,17,0,0,5,0.0,0,5,0,0.3,1,1,5,0
441,441.0,Rashaad Penny,PHI,2023,RB,3,1,1,5,5.0,0,5,0,1.7,0,0,6,0
442,442.0,Dan Skipper,DET,2023,OT,11,1,1,4,4.0,0,4,0,0.4,0,0,5,0
443,443.0,Jesper Horsted,LV,2023,TE,13,1,1,4,4.0,0,4,0,0.3,0,0,2,0
444,444.0,Sam Howell,WSH,2023,QB,17,1,1,4,4.0,0,4,0,0.2,0,0,3,0
445,445.0,Nick Vannett,LAC,2023,TE,8,1,1,3,3.0,0,3,0,0.4,0,0,0,1
446,446.0,Reggie Gilliam,BUF,2023,FB,17,1,1,3,3.0,0,3,0,0.2,0,0,2,0
447,447.0,Cole Strange,NE,2023,G,10,0,0,3,0.0,0,3,0,0.3,0,0,3,0
448,448.0,Colton Dowell,TEN,2023,WR,10,1,2,3,3.0,0,3,0,0.3,0,0,0,0
449,449.0,Khari Blasingame,CHI,2023,FB,16,3,6,2,0.7,0,4,0,0.1,0,0,5,0
450,450.0,Giovanni Ricci,CAR,2023,TE,5,1,1,2,2.0,0,2,0,0.4,0,0,3,0
451,451.0,Ke'Shawn Vaughn,TB,2023,RB,6,2,5,2,1.0,0,3,0,0.3,0,0,1,0
452,452.0,Ko Kieft,TB,2023,TE,16,1,5,2,2.0,1,2,0,0.1,0,0,2,1
453,453.0,Jeffery Simmons,TEN,2023,DT,12,1,1,2,2.0,1,2,0,0.2,0,0,0,1
454,454.0,Kwamie Lassiter II,CIN,2023,WR,1,1,1,2,2.0,0,2,0,2.0,0,0,3,0
455,455.0,Antoine Green,DET,2023,WR,9,1,2,2,2.0,0,2,0,0.2,0,0,1,0
456,456.0,Ryan Tannehill,TEN,2023,QB,10,0,1,0,0.0,0,0,0,0.0,0,0,0,0
457,457.0,Damiere Byrd,ATL,2023,WR,1,0,2,0,0.0,0,0,0,0.0,0,0,0,0
458,458.0,Phillip Dorsett,DEN,2023,WR,2,0,3,0,0.0,0,0,0,0.0,0,0,0,0
459,459.0,Donovan Smith,KC,2023,OT,12,1,1,0,0.0,0,0,0,0.0,0,0,0,0
460,460.0,Jonathan Williams,WSH,2023,RB,1,0,1,0,0.0,0,0,0,0.0,0,0,0,0
461,461.0,Trent Taylor,CHI,2023,WR,17,0,2,0,0.0,0,0,0,0.0,0,0,0,0
462,462.0,Juwann Winfree,IND,2023,WR,8,0,1,0,0.0,0,0,0,0.0,0,0,0,0
463,463.0,James Proche II,CLE,2023,WR,10,0,5,0,0.0,0,0,0,0.0,0,0,0,0
464,464.0,JaMycal HastyNE,NE / JAX,2023,RB,5,0,2,0,0.0,0,0,0,0.0,0,0,0,0
465,465.0,Irvin Charles,NYJ,2023,WR,12,0,1,0,0.0,0,0,0,0.0,0,0,0,0
466,466.0,Albert Okwuegbunam Jr.,PHI,2023,TE,4,0,1,0,0.0,0,0,0,0.0,0,0,0,0
467,467.0,Sean McKeon,DAL,2023,TE,9,0,2,0,0.0,0,0,0,0.0,0,0,0,0
468,468.0,Travis Homer,CHI,2023,RB,16,0,1,0,0.0,0,0,0,0.0,0,0,0,0
469,469.0,Dee Eskridge,SEA,2023,WR,4,0,1,0,0.0,0,0,0,0.0,0,0,0,0
470,470.0,Ben Bredeson,NYG,2023,G,16,1,1,0,0.0,0,0,0,0.0,0,0,2,0
471,471.0,Amari Rodgers,IND,2023,WR,3,0,2,0,0.0,0,0,0,0.0,0,0,0,0
472,472.0,Jordan Mims,NO,2023,RB,2,0,2,0,0.0,0,0,0,0.0,0,0,0,0
473,473.0,Rodney Williams,PIT,2023,TE,13,0,2,0,0.0,0,0,0,0.0,0,0,0,0
474,474.0,Shedrick Jackson,CIN,2023,WR,3,0,1,0,0.0,0,0,0,0.0,0,0,0,0
475,475.0,Erik Ezukanma,MIA,2023,WR,2,0,1,0,0.0,0,0,0,0.0,0,0,0,0
476,476.0,Gunner OlszewskiPIT,PIT / NYG,2023,WR,12,1,1,0,0.0,0,0,0,0.0,1,1,0,0
477,477.0,C.J. Stroud,HOU,2023,QB,15,1,1,0,0.0,0,0,0,0.0,0,0,1,0
478,478.0,Chris Evans,CIN,2023,RB,8,1,1,-1,-1.0,0,-1,0,-0.1,0,0,0,0
479,479.0,Geno Smith,SEA,2023,QB,15,1,1,-2,-2.0,0,-2,0,-0.1,0,0,6,0
480,480.0,James Robinson,GB,2023,RB,1,1,1,-2,-2.0,0,-2,0,-2.0,0,0,1,0
481,481.0,Robert Hainsey,TB,2023,C,17,0,0,-3,0.0,0,-3,0,-0.2,0,0,-3,0
482,482.0,Desmond Ridder,ATL,2023,QB,15,1,1,-6,-6.0,0,-6,0,-0.4,0,0,0,0
483,483.0,Jake Browning,CIN,2023,QB,9,1,1,-7,-7.0,0,-7,0,-0.8,0,0,0,0
484,484.0,David Wells,TB,2023,TE,5,2,2,-10,-5.0,0,1,0,-2.0,1,0,-11,1
485,485.0,Justin Jefferson,MIN,2022,WR,17,128,184,1809,14.1,8,64,28,106.4,0,0,613,80
486,486.0,Tyreek Hill,MIA,2022,WR,17,119,170,1710,14.4,7,64,25,100.6,1,0,482,77
487,487.0,Davante Adams,LV,2022,WR,17,100,180,1516,15.2,14,60,24,89.2,1,0,493,65
488,488.0,A.J. Brown,PHI,2022,WR,17,88,145,1496,17.0,11,78,23,88.0,2,2,548,59
489,489.0,Stefon Diggs,BUF,2022,WR,16,108,154,1429,13.2,11,53,17,89.3,1,0,419,72
490,490.0,CeeDee Lamb,DAL,2022,WR,17,107,156,1359,12.7,9,39,24,79.9,0,0,486,67
491,491.0,Jaylen Waddle,MIA,2022,WR,17,75,117,1356,18.1,8,84,21,79.8,1,1,510,60
492,492.0,Travis Kelce,KC,2022,TE,17,110,152,1338,12.2,12,52,19,78.7,1,1,648,78
493,493.0,DeVonta Smith,PHI,2022,WR,17,95,136,1196,12.6,7,45,18,70.4,1,1,476,57
494,494.0,Terry McLaurin,WSH,2022,WR,17,77,120,1191,15.5,5,52,16,70.1,0,0,394,56
495,495.0,Amon-Ra St. Brown,DET,2022,WR,16,106,146,1161,11.0,6,49,11,72.6,0,0,526,68
496,496.0,Amari Cooper,CLE,2022,WR,17,78,132,1160,14.9,9,55,18,68.2,0,0,325,61
497,497.0,Mike Evans,TB,2022,WR,15,77,127,1124,14.6,6,63,19,74.9,0,0,216,53
498,498.0,Christian Kirk,JAX,2022,WR,17,84,133,1108,13.2,8,49,18,65.2,1,1,377,54
499,499.0,Garrett Wilson,NYJ,2022,WR,17,83,147,1103,13.3,4,60,13,64.9,1,1,384,56
500,500.0,DK Metcalf,SEA,2022,WR,17,90,141,1048,11.6,6,54,11,61.6,2,2,217,47
501,501.0,Ja'Marr Chase,CIN,2022,WR,12,87,134,1046,12.0,9,60,13,87.2,2,2,436,58
502,502.0,Chris Olave,NO,2022,WR,15,72,119,1042,14.5,4,53,13,69.5,2,2,210,48
503,503.0,Tyler Lockett,SEA,2022,WR,16,84,117,1033,12.3,9,40,14,64.6,1,1,274,50
